-107.5341797, 26.8632806
-109.2480469, 26.9024769
-111.1376953, 29.4969876
-112.7197266, 25.8789944
-113.6865234, 22.1874050
-107.1826172, 22.9988516
-101.4257813, 23.4834007
-99.5361328, 21.2893744
-103.7988281, 18.7295020
-108.7646484, 15.6653542
-105.0292969, 11.0490383
-99.3603516, 13.7100353
-95.6250000, 16.8466051
-86.1767578, 14.5623177
-82.8808594, 13.9234039
-79.9365234, 16.5098328
-82.0019531, 18.1040870
-81.0351563, 22.0652781
-82.2656250, 25.5226146
-85.2978516, 27.2546296
-86.8798828, 28.6134594
-89.1210938, 26.6278182
-97.2509766, 26.9808286
-97.2949219, 29.8406439
-105.6005859, 30.5622610
-107.5341797, 26.8632806
